parent_cycle_start,entry_area,path_prefix,indirect_count,direct_count,direct_bytes
439,437,/data/delegates_with_frozen_balance,156,3,123
432,430,/data/rolls,0,3254,19285
434,431,/data/delegates_with_frozen_balance,117,1,41
443,437,/data/commitments,0,6,246
442,439,/data/big_maps,240278,1052898,59503657
444,439,/data/contracts,981,76525,1866498
441,436,/data/big_maps,197511,794213,42380352
436,435,/data/commitments,0,15,615
445,428,/data/votes,8,0,0
433,428,/data/big_maps,3725011,9065680,398585945
431,429,/data/commitments,0,42,1722
444,438,/data/rolls,0,3552,20871
432,431,/data/rolls,0,8396,49561
441,437,/data/rolls,0,12901,75969
436,428,/data/big_maps,3656744,7961915,328668591
435,428,/data/big_maps,3676103,8276651,348602987
444,434,/data/commitments,0,15,615
439,430,/data/contracts,638,45661,1073017
445,437,/data/contracts,939,65896,1546099
440,434,/data/delegates,2,12,492
445,442,/data/cycle,0,7,75
445,430,/data/rolls,0,215,1334
440,434,/data/cycle,0,4,39
434,433,/data,1,17,231
438,435,/data/big_maps,235201,1223693,68960925
445,442,/data/delegates_with_frozen_balance,175,8,328
433,432,/data/active_delegates_with_rolls,52,5,205
441,438,/data/rolls,0,5530,32413
441,434,/data/big_maps,146783,499131,25492782
436,434,/data/big_maps,211178,1253552,73420347
431,428,/data/cycle,0,51,382
441,431,/data/cycle,0,1,3
441,436,/data/commitments,0,19,779
439,432,/data/big_maps,219322,473585,19858943
435,434,/data/delegates_with_frozen_balance,191,6,24
434,431,/data/commitments,0,32,1312
437,435,/data/contracts,1144,108880,2728930
439,434,/data/commitments,0,15,615
434,433,/data/cycle,0,148,1155
436,429,/data/delegates,1,4,164
439,435,/data/big_maps,218196,928024,49985400
438,434,/data/commitments,0,15,615
438,437,/data/delegates,4,1,41
436,428,/data/sapling,115,419,2618
444,439,/data/commitments,0,3,123
437,436,/data/delegates_with_frozen_balance,171,6,24
442,441,/data/rolls,0,11354,66679
444,436,/data/delegates,1,14,574
435,428,multiple,192,0,0
431,428,/data/cache,0,2,8
443,431,/data/contracts,713,46932,1088467
441,428,/data/sapling,115,419,2618
441,430,/data/delegates,0,4,164
440,431,/data/active_delegates_with_rolls,3,0,0
443,436,/data/contracts,797,81759,1948968
445,435,/data/big_maps,193668,548441,25792952
434,433,/data/active_delegates_with_rolls,69,1,41
438,434,/data/active_delegates_with_rolls,12,1,41
437,432,/data/delegates,0,2,82
430,429,/data/cycle,0,148,1155
439,428,/data/commitments,0,4502,184582
444,436,/data/big_maps,184848,625729,31684085
439,433,/data/commitments,0,14,574
445,431,/data/commitments,0,27,1107
442,435,/data/contracts,615,66723,1613951
435,430,/data/rolls,0,2975,17635
445,436,/data/rolls,0,3119,18359
444,436,/data/rolls,0,3132,18437
443,430,/data/commitments,0,9,369
437,432,/data/contracts,854,59697,1441202
436,433,/data/cycle,0,3,36
444,438,/data/contracts,953,77817,1916861
443,439,/data/cycle,0,6,72
436,428,/data/rolls,0,261902,1891033
445,443,/data/delegates,3,12,492
445,431,/data/rolls,0,885,5306
440,436,/data/delegates_with_frozen_balance,102,0,0
445,438,/data/rolls,0,3502,20572
430,428,/data/sapling,115,419,2618
439,431,/data/big_maps,131257,375582,18222842
436,432,/data/delegates,0,2,82
435,428,/data/v1,0,2,21
445,444,/data/cycle,0,151,1191
440,430,/data/delegates,0,4,164
441,435,/data/commitments,0,12,492
437,429,/data/big_maps,146691,394747,18424261
437,433,/data/rolls,0,2750,16264
444,440,/data/big_maps,204997,969236,53891263
431,430,/,3,2,62
442,428,multiple,145,0,0
439,428,/data/delegates,354,2142,87822
444,431,/data/delegates,1,7,287
431,429,/data/rolls,0,20390,119788
444,435,/data/big_maps,195199,570105,27163213
436,431,/data/rolls,0,4887,28946
434,433,/data/rolls,0,5663,33320
436,434,/data/contracts,1259,106935,2649122
437,428,/data/cache,0,2,8
443,429,/data/delegates,1,4,164
445,431,/data/active_delegates_with_rolls,3,0,0
442,430,/data/big_maps,107162,255358,11328226
441,436,/data/cycle,0,3,36
440,433,/data/delegates,0,1,41
436,428,/data/active_delegates_with_rolls,7,0,0
444,432,/data/big_maps,208097,364451,13008045
444,439,/data/active_delegates_with_rolls,23,3,123
439,437,/data/contracts,1760,112056,2755362
438,437,/data/rolls,0,17479,102790
441,431,/data/big_maps,126536,324355,14981444
439,436,/data/active_delegates_with_rolls,23,3,123
445,444,/data/votes,112,12,376
435,430,/data/big_maps,124707,472663,25091937
441,431,/data/active_delegates_with_rolls,3,0,0
437,434,/data/rolls,0,4447,26287
441,437,/data/cycle,0,6,72
438,436,/data/commitments,0,19,779
437,429,/data/active_delegates_with_rolls,28,1,41
437,429,/data/rolls,0,8758,51548
445,441,/data/active_delegates_with_rolls,12,2,82
434,433,/data/contracts,6932,805985,18648758
444,439,/data/delegates_with_frozen_balance,169,6,246
434,431,/data/active_delegates_with_rolls,14,1,41
442,438,/data/contracts,1097,97312,2417802
436,431,/data/delegates_with_frozen_balance,117,1,41
445,429,/data/commitments,0,42,1722
439,434,/data/delegates_with_frozen_balance,120,0,0
445,435,/data/commitments,0,12,492
434,432,/data/active_delegates_with_rolls,34,4,164
441,428,/data/active_delegates_with_rolls,15,0,0
439,436,/data/delegates,1,14,574
443,437,/data/active_delegates_with_rolls,7,0,0
439,430,/data/big_maps,112004,305082,14440981
444,439,/data/rolls,0,5236,30887
436,428,/data/cycle,0,34,197
439,428,/data/cache,0,2,8
443,442,/,3,2,62
442,437,/data/active_delegates_with_rolls,7,0,0
444,442,/data/rolls,0,21738,128039
445,443,/data/cycle,0,7,74
440,428,/data/cycle,0,25,90
437,428,multiple,187,0,0
437,436,/data/cycle,0,151,1191
444,443,/data/contracts,7787,901176,21127523
445,439,/data/active_delegates_with_rolls,23,3,123
444,437,/data/rolls,0,12017,70747
442,439,/data/cycle,0,6,72
429,428,/data/active_delegates_with_rolls,77,0,0
441,428,/data/v1,0,2,21
442,441,/data/delegates_with_frozen_balance,248,14,352
432,431,/data/contracts,7002,809070,18747981
431,428,/data/sapling,115,419,2618
445,436,/data/big_maps,182826,595412,29763315
438,431,/data/rolls,0,4828,28597
433,428,/data/rolls,0,278007,1983919
442,434,/data/delegates,2,12,492
442,435,/data/commitments,0,12,492
442,436,/data/cycle,0,3,36
435,433,/data/commitments,0,14,574
442,439,/data/delegates,0,6,246
433,430,/data/rolls,0,3011,17850
439,438,/data/contracts,7238,876442,20564366
441,439,/data/big_maps,272114,1439566,84111992
440,439,/data/active_delegates_with_rolls,150,13,533
444,430,/data/commitments,0,9,369
433,430,/data/cycle,0,3,36
433,432,/data,1,17,231
445,442,/data/rolls,0,14043,82803
442,428,/data/cache,0,2,8
438,428,/data/cycle,0,28,126
434,428,/data/contracts,49104,7292111,118577941
444,428,/data/delegates,351,2100,86100
444,430,/data/big_maps,105521,235971,10114524
439,428,/data/cycle,0,25,90
435,432,/data/rolls,0,9906,58445
444,442,/data/contracts,1804,108564,2705158
436,435,/,3,2,62
444,437,/data/active_delegates_with_rolls,7,0,0
442,429,/data/commitments,0,42,1722
438,432,/data/commitments,0,11,451
442,431,/data/rolls,0,4622,27374
442,440,/data/commitments,0,23,943
444,431,/data/commitments,0,27,1107
436,428,/data/v1,0,2,21
445,439,/data/commitments,0,3,123
441,428,/data/cycle,0,26,93
439,434,/data/active_delegates_with_rolls,12,1,41
436,429,/data/contracts,1001,77879,1890752
434,428,/data/sapling,115,419,2618
441,430,/data/commitments,0,9,369
436,429,/data/active_delegates_with_rolls,28,1,41
436,435,/data/delegates_with_frozen_balance,181,6,24
431,430,/data,1,17,231
444,428,/data/commitments,0,4436,181876
443,428,/data/sapling,115,419,2618
439,430,/data/commitments,0,9,369
441,433,/data/contracts,729,48153,1130739
435,434,/data/contracts,6862,823928,19156486
440,429,/data/contracts,905,65900,1553933
431,429,/data/contracts,1579,127595,3193097
444,433,/data/commitments,0,14,574
442,428,/data/v1,0,2,21
438,429,/data/rolls,0,8756,51537
444,432,/data/delegates,0,2,82
444,435,/data/delegates,7,28,1148
437,430,/data/commitments,0,9,369
440,437,/data/votes,352,12,492
440,429,/data/big_maps,138924,319461,13698793
440,431,/data/big_maps,128809,347722,16458118
440,434,/data/active_delegates_with_rolls,12,1,41
442,428,/data/active_delegates_with_rolls,15,0,0
445,428,/data/contracts,47353,6959361,107799243
435,432,/data/delegates_with_frozen_balance,113,1,41
434,432,/data/commitments,0,11,451
443,428,/data/contracts,47647,6998070,109068825
431,429,/data/big_maps,222610,1198041,69445482
445,438,/data/delegates,1,10,410
441,428,multiple,156,0,0
438,435,/data/delegates_with_frozen_balance,107,0,0
435,429,/data/rolls,0,8775,51659
445,440,/data/rolls,0,2970,17487
430,429,/data/delegates,4,4,164
443,430,/data/contracts,569,40011,911590
439,436,/data/contracts,1096,109908,2681065
438,430,/data/active_delegates_with_rolls,13,1,41
444,441,/data/contracts,1585,106794,2621431
445,430,/data/big_maps,104591,227688,9600383
445,441,/data/rolls,0,5362,31621
439,438,/data/cycle,0,151,1191
443,430,/data/delegates,0,4,164
435,434,/data/active_delegates_with_rolls,76,3,123
442,437,/data/cycle,0,3,36
445,433,/data/rolls,0,2389,14125
444,442,/data/cycle,0,7,75
432,429,/data/active_delegates_with_rolls,28,1,41
440,428,/data/big_maps,3584886,6921767,263256866
440,439,/data/votes,90,9,180
435,431,/data/contracts,1015,72514,1778720
434,428,/data/big_maps,3698225,8658816,372826871
442,440,/data/delegates,1,3,123
431,428,/data/commitments,0,4689,192249
438,430,/data/delegates,0,4,164
440,438,/data/commitments,0,43,1763
436,428,/data/contracts,48764,7213859,116136974
441,430,/data/rolls,0,2767,16394
434,429,/data/active_delegates_with_rolls,28,1,41
445,444,/data/big_maps,356265,2282830,138455739
436,431,/data/big_maps,145148,542075,28797134
445,429,/data/contracts,825,54161,1248728
435,433,/data/delegates,0,1,41
445,435,/data/contracts,539,57409,1369924
442,437,/data/delegates_with_frozen_balance,156,3,123
440,433,/data/rolls,0,2588,15304
432,431,/data/active_delegates_with_rolls,67,5,205
440,433,/data/big_maps,239946,555749,25135133
444,441,/data/cycle,0,6,72
440,428,/data/delegates,356,2137,87617
444,434,/data/big_maps,140471,414208,20127852
442,439,/data/votes,17,0,0
437,433,/data/delegates,0,1,41
433,432,/data/delegates_with_frozen_balance,155,7,65
435,428,/data/cycle,0,38,235
434,431,/data/big_maps,164257,796413,45017874
442,441,/data/votes,79,9,180
443,438,/data/delegates_with_frozen_balance,157,5,205
441,433,/data/big_maps,236291,512873,22414750
441,435,/data/delegates,7,28,1148
435,430,/data/delegates_with_frozen_balance,119,1,41
443,438,/data/contracts,1010,88394,2178055
441,439,/data/commitments,0,3,123
438,437,/data/contracts,7245,835169,19502772
436,433,/data/active_delegates_with_rolls,20,0,0
444,429,/data/commitments,0,42,1722
439,433,/data/cycle,0,3,36
434,431,/data/cycle,0,4,39
445,437,/data/delegates,1,1,41
442,438,/data/big_maps,207007,852763,47044265
440,437,/data/active_delegates_with_rolls,7,0,0
438,428,/data/active_delegates_with_rolls,9,0,0
433,430,/data/big_maps,143857,714003,40467983
438,429,/data/active_delegates_with_rolls,28,1,41
442,430,/data/rolls,0,2758,16345
438,435,/data/rolls,0,3547,20944
436,431,/data/commitments,0,32,1312
435,428,/data/contracts,48914,7251743,117356389
436,430,/data/rolls,0,2958,17533
443,442,/data/contracts,7390,844496,19803848
437,432,/data/big_maps,229371,587624,27078542
440,438,/data/delegates,1,10,410
438,428,/data/v1,0,2,21
443,434,/data/cycle,0,1,3
437,428,/data/commitments,0,4556,186796
437,430,/data/rolls,0,2924,17328
444,438,/data/commitments,0,43,1763
434,432,/data/big_maps,281397,1158849,63423303
445,441,/data/contracts,1399,97449,2375104
433,432,/data/contracts,6874,799398,18502012
441,436,/data/rolls,0,3890,22933
437,433,/data/delegates_with_frozen_balance,151,0,0
443,432,/data/big_maps,209504,377004,13788776
445,439,/data/cycle,0,3,36
441,438,/data/big_maps,222745,1047386,59387379
431,429,/data/cycle,0,3,36
445,434,/data/contracts,532,45624,1071471
444,437,/data/delegates,1,1,41
434,430,/data/cycle,0,3,36
433,432,/data/big_maps,436258,2155022,126185886
439,438,/,3,2,62
442,432,/data/big_maps,210713,391597,14700564
443,437,/data/cycle,0,3,36
443,438,/data/rolls,0,5161,30241
440,437,/data/contracts,1243,94022,2293864
434,428,/data/delegates,368,2189,89749
434,433,/data/delegates,3,1,41
432,428,/data/sapling,115,419,2618
443,438,/data/cycle,0,3,36
440,435,/data/cycle,0,3,36
432,431,/data/cycle,0,149,1158
442,434,/data/rolls,0,4016,23740
439,430,/data/rolls,0,2831,16770
440,434,/data/rolls,0,4155,24560
433,429,/data/delegates,1,4,164
442,436,/data/commitments,0,19,779
438,430,/data/big_maps,114282,333657,16246243
443,428,/data/delegates,354,2109,86469
441,431,/data/delegates,1,7,287
443,440,/data/delegates,1,3,123
435,428,/data/commitments,0,4601,188641
445,441,/data/delegates_with_frozen_balance,176,8,328
440,428,/data/rolls,0,243581,1785328
438,431,/data/cycle,0,1,3
433,428,/data/active_delegates_with_rolls,100,0,0
442,440,/data/votes,47,2,82
445,432,/data/commitments,0,6,246
443,441,/data/commitments,0,15,615
440,434,/data/big_maps,150968,554340,28998581
443,436,/data/big_maps,187582,667763,34356901
443,441,/data/rolls,0,9111,53526
445,428,/data/cycle,0,27,96
443,439,/data/commitments,0,3,123
433,429,/data/active_delegates_with_rolls,28,1,41
432,428,/data/delegates_with_frozen_balance,350,3,123
435,432,/data/active_delegates_with_rolls,21,4,164
445,433,/data/commitments,0,14,574
444,441,/data/commitments,0,15,615
439,436,/data/commitments,0,19,779
438,428,multiple,167,0,0
444,443,/,3,2,62
441,434,/data/commitments,0,15,615
441,438,/data/delegates,1,10,410
445,431,/data/contracts,680,42189,971299
443,442,/data/active_delegates_with_rolls,107,11,451
434,428,/data/cycle,0,41,271
440,434,/data/contracts,672,60029,1448995
437,434,/data/commitments,0,15,615
443,430,/data/big_maps,106284,244857,10668885
442,441,/data/active_delegates_with_rolls,35,4,164
440,439,/,3,2,62
438,433,/data/rolls,0,2710,16027
443,428,/data/commitments,0,4449,182409
442,436,/data/delegates,1,14,574
444,428,/data/big_maps,3536965,6333649,226972867
443,441,/data/contracts,2211,148280,3630366
443,435,/data/rolls,0,3202,18905
443,440,/data/active_delegates_with_rolls,13,1,41
439,437,/data/active_delegates_with_rolls,31,3,123
436,433,/data/delegates_with_frozen_balance,151,0,0
444,434,/data/contracts,547,47024,1112854
441,440,/,3,2,62
440,428,/data/sapling,115,419,2618
439,428,/data/sapling,115,419,2618
442,439,/data/contracts,1173,95275,2366779
445,435,/data/delegates,7,28,1148
441,432,/data/rolls,0,9303,54867
438,429,/data/commitments,0,42,1722
436,435,/data/cycle,0,151,1191
431,430,/data/cycle,0,148,1155
431,429,/data/votes,6,8,164
438,435,/data/contracts,900,93016,2312513
435,428,/data/delegates_with_frozen_balance,110,1,41
439,431,/data/commitments,0,32,1312
441,429,/data/rolls,0,8667,51008
440,436,/data/rolls,0,3977,23446
438,435,/data/cycle,0,6,72
438,436,/data/rolls,0,4564,26905
445,439,/data/contracts,906,71559,1747343
444,437,/data/big_maps,123860,495880,26893983
440,428,/data/v1,0,2,21
438,431,/data/active_delegates_with_rolls,3,0,0
431,429,/data/delegates_with_frozen_balance,100,0,0
442,428,/data/cycle,0,27,95
443,429,/data/big_maps,132206,277042,11200615
436,434,/data/rolls,0,4942,29238
436,435,/data/rolls,0,5384,31734
442,439,/data/active_delegates_with_rolls,68,7,287
433,429,/data/big_maps,171783,672061,36015337
431,430,/data/big_maps,275620,1690117,101732295
430,428,/data/delegates_with_frozen_balance,336,4,164
430,428,/data/contracts,50826,7499171,124425310
433,432,/data/cycle,0,148,1155
431,429,/data/delegates,1,4,164
445,441,/data/delegates,2,24,984
441,428,/data/commitments,0,4472,183352
439,430,/data/active_delegates_with_rolls,13,1,41
445,430,/data/delegates,0,4,164
443,438,/data/delegates,1,10,410
438,437,/data/votes,352,18,582
436,430,/data/cycle,0,3,36
445,434,/data/commitments,0,15,615
444,433,/data/delegates,0,1,41
430,428,/data/rolls,0,274491,1963808
439,428,/data/votes,7,0,0
435,431,/data/commitments,0,32,1312
442,429,/data/contracts,871,60146,1405272
440,439,/data/delegates_with_frozen_balance,238,13,311
439,438,/data,1,17,231
444,439,/data/big_maps,217441,733933,39201897
440,432,/data/contracts,713,48664,1157626
438,431,/data/commitments,0,32,1312
435,431,/data/active_delegates_with_rolls,3,0,0
441,428,/data/delegates_with_frozen_balance,131,0,0
441,435,/data/big_maps,203048,685393,34471075
442,439,/data/commitments,0,3,123
441,440,/data/contracts,7454,863575,20191608
443,428,/data/cache,0,2,8
439,437,/data/votes,352,12,492
443,441,/data/cycle,0,6,72
442,432,/data/delegates,0,2,82
445,437,/data/active_delegates_with_rolls,7,0,0
443,428,/data/active_delegates_with_rolls,41,0,0
435,429,/data/contracts,1036,82042,2007716
438,437,/data/big_maps,334181,2024428,123077004
445,443,/data/commitments,0,10,410
441,430,/data/contracts,595,42312,977143
437,431,/data/big_maps,139247,469021,24142127
435,430,/data/commitments,0,9,369
433,431,/data/delegates_with_frozen_balance,117,1,41
442,438,/data/delegates,1,10,410
429,428,/data/delegates,373,2200,90200
443,440,/data/contracts,1329,103197,2531718
436,434,/data/cycle,0,4,39
434,428,multiple,181,0,0
433,431,/data/commitments,0,32,1312
444,443,/data/active_delegates_with_rolls,49,4,164
440,437,/data/cycle,0,6,72
434,433,/,3,2,62
440,435,/data/delegates_with_frozen_balance,107,0,0
441,440,/data/rolls,0,7821,46011
444,438,/data/big_maps,193160,656660,34583500
437,433,/data/cycle,0,3,36
444,431,/data/contracts,697,43468,1004052
437,432,/data/commitments,0,11,451
435,432,/data/big_maps,252773,874971,45385938
441,429,/data/contracts,885,63962,1498614
436,434,/data/delegates_with_frozen_balance,120,0,0
444,435,/data/commitments,0,12,492
433,431,/data/active_delegates_with_rolls,14,1,41
441,434,/data/delegates,2,12,492
445,443,/data/active_delegates_with_rolls,13,1,41
441,440,/data,1,17,231
432,430,/data/cycle,0,3,36
444,429,/data/contracts,840,55138,1279144
434,433,/data/big_maps,439997,2419651,143196719
432,430,/data/active_delegates_with_rolls,25,2,82
445,431,/data/delegates,1,7,287
443,442,/data/delegates_with_frozen_balance,215,14,352
441,437,/data/votes,352,12,492
439,430,/data/delegates,0,4,164
441,440,/data/cycle,0,151,1191
434,431,/data/contracts,1166,82666,2046649
441,435,/data/rolls,0,3331,19666
445,442,/data/contracts,1492,93056,2304291
438,432,/data/cycle,0,3,36
439,428,/data/rolls,0,246067,1800012
441,429,/data/big_maps,137153,302757,12653086
440,436,/data/delegates,1,14,574
434,429,/data/commitments,0,42,1722
433,432,/data/rolls,0,14772,87102
430,429,/data,1,17,231
441,428,/data/rolls,0,241678,1774089
441,437,/data/contracts,1115,84422,2032525
439,432,/data/commitments,0,6,246
435,430,/data/contracts,763,56860,1371166
439,438,/data/active_delegates_with_rolls,81,5,205
443,440,/data/cycle,0,6,72
441,431,/data/commitments,0,32,1312
442,437,/data/delegates,1,1,41
441,436,/data/delegates,1,14,574
438,437,/data,1,17,231
442,441,/data/commitments,0,15,615
442,434,/data/big_maps,143855,462970,23213596
440,438,/data/delegates_with_frozen_balance,157,5,205
435,433,/data/active_delegates_with_rolls,20,0,0
434,433,/data/commitments,0,14,574
432,431,/data/commitments,0,32,1312
445,443,/data/big_maps,235059,1628058,97387709
439,437,/data/cycle,0,6,72
435,432,/data/delegates,0,2,82
445,436,/data/commitments,0,19,779
432,428,/data/commitments,0,4651,190691
