parent_cycle_start,entry_area,path,kind,node_length,contents_size,count,bytes,indirect_count,direct_count,direct_bytes
445,442,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",31,10360,0,0,0
444,432,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",269,23026,0,895,5287
441,434,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",44,11856,0,0,0
444,430,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",9,711,0,26,153
444,433,/data/big_maps/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",3,1080,0,0,0
441,428,/data/v1,"Inode_root_values","Nl_0_32","Na",1,75,0,2,21
440,437,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",2,198,0,6,72
435,430,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",283,93897,0,0,0
443,428,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",970036,273705680,89163,3202960,208192400
442,434,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",21,805,0,0,0
439,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",17,5859,0,0,0
438,430,/data/commitments,"Inode_nonroot_values","Nl_2049_16384","Na",2,524,0,9,369
437,433,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",271,86008,0,0,0
437,433,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",4725,1180056,0,0,0
444,436,/data/big_maps/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
431,429,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",57,17811,0,291,13095
430,429,/data/rolls/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
445,440,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",1,99,0,3,36
437,433,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",4083,782700,5567,7716,501540
436,428,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",139,39901,0,0,0
440,439,/data/rolls/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",64,21979,0,0,0
440,437,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",226,63394,0,0,0
439,437,/data/active_delegates_with_rolls/*,"Inode_nonroot_values","Nl_257_2048","Na",3,577,31,3,123
445,444,/data/delegates/*,"Inode_nonroot_values","Nl_2049_16384","Na",1,187,0,3,123
435,434,/data/votes/*/*/*,"Inode_root_values","Nl_0_32","Na",1,304,25,0,0
437,429,multiple,"Contents","Na","Cs_32_127",1,68,0,0,0
437,435,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",31,75791,0,0,0
437,435,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",71,77725,0,0,0
435,434,/data/contracts/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",12,4320,0,0,0
436,434,/data/cycle/*/*,"Inode_root_values","Nl_0_32","Na",1,48,0,1,3
442,441,multiple,"Inode_nonroot_values","Multiple","Na",1564,126421,0,4708,27740
444,438,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",4643,822140,10542,7180,466700
444,428,/data/contracts/*/*/*,"Inode_root_values","Nl_0_32","Na",50923,3567569,0,102219,814073
439,438,/data/contracts/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
437,430,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",15,4205,0,0,0
431,428,/data/delegates_with_frozen_balance/*/*,"Inode_nonroot_values","Nl_257_2048","Na",18,2385,165,0,0
443,431,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",1978,463496,5266,4446,288990
438,437,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",22,7270,0,0,0
445,443,/data/votes/*/*/*,"Inode_root_values","Nl_0_32","Na",1,120,8,0,0
439,437,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",84,3083,0,0,0
443,436,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",75,22253,0,0,0
434,428,/data/contracts/*/*/*/*,"Inode_root_values","Nl_0_32","Na",125,8875,0,250,2125
434,428,/data/sapling/*/*/*/*,"Inode_root_values","Nl_0_32","Na",113,6667,113,113,452
434,428,/data/big_maps/*/*/*/*,"Inode_root_values","Nl_0_32","Na",3091154,182378086,3091154,3091154,12364616
436,432,multiple,"Inode_nonroot_values","Multiple","Na",1865,159447,0,6197,36530
439,438,/data,"Inode_root_values","Nl_0_32","Na",1,431,1,17,231
438,435,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",2,198,0,6,72
440,438,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",2,198,0,6,72
439,428,multiple,"Inode_nonroot_tree","Multiple","Na",7,2383,0,0,0
437,433,/data/commitments,"Inode_nonroot_values","Nl_2049_16384","Na",4,847,0,14,574
445,441,/data/commitments,"Inode_nonroot_tree","Nl_2049_16384","Na",2,719,0,0,0
439,438,/data/cycle/*/*/*,"Contents","Na","Cs_32_127",128,12163,0,0,0
438,433,/data/big_maps/*/*/*,"Contents","Na","Cs_32_127",3,234,0,0,0
441,429,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",2703,207210,0,7391,43381
445,442,/data/delegates_with_frozen_balance/*/*,"Inode_root_tree","Nl_257_2048","Na",1,360,0,0,0
444,442,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",39,12669,0,208,9360
429,428,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",1804,560051,0,0,0
434,432,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",419,199581,0,3412,153540
445,444,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",3,176,0,0,0
445,444,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",39286,1930548,0,0,0
445,444,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",658,25220,0,0,0
444,435,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",61,16994,0,0,0
443,442,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",221,414098,0,0,0
443,442,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",312,478800,0,0,0
443,442,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",2,134,0,0,0
443,442,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",84247,9433333,0,0,0
443,442,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",1533,164248,0,0,0
437,428,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",359,13784,0,0,0
437,428,/data/sapling/*/*/*/*/*,"Contents","Na","Cs_0_31",1,34,0,0,0
437,428,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",21044,1341442,0,0,0
437,428,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",592815,30080055,0,0,0
441,434,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",16288,667120,0,0,0
441,436,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1864,603321,0,0,0
441,429,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,339,0,0,0
438,431,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",4,184,0,0,0
438,431,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",22057,1164465,0,0,0
433,432,/data/big_maps/*,"Inode_nonroot_values","Nl_16385_plus","Na",7432,567285,0,20184,118075
440,434,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,48,0,1,3
439,431,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",4999,846581,8277,7698,500370
439,433,/data/delegates/*,"Inode_nonroot_values","Nl_2049_16384","Na",1,86,0,1,41
433,432,/data/votes/*/*,"Inode_root_values","Nl_0_32","Na",2,497,34,1,41
444,439,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",59,18969,0,311,13995
441,428,/data/sapling/*/*/*,"Inode_root_values","Nl_0_32","Na",6,1267,0,38,707
430,428,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",1062,326673,0,0,0
445,434,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",2839,830340,11165,8027,521755
438,434,/data/delegates_with_frozen_balance/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
431,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1670,579925,0,0,0
445,442,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",313,110497,0,0,0
445,442,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",5273,1162372,0,0,0
442,440,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",389,111571,0,0,0
443,432,/data/delegates/*,"Inode_nonroot_values","Nl_2049_16384","Na",1,136,0,2,82
438,432,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",26,9360,0,0,0
437,434,/data/big_maps/*/*,"Inode_root_values","Nl_0_32","Na",1723,137730,6882,0,0
429,428,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",17419,3851323,0,59600,2682000
440,439,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",120019,22637792,0,338003,15210135
437,430,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,350,0,0,0
441,436,/data/big_maps/*/*,"Inode_root_values","Nl_0_32","Na",1445,115589,5779,0,0
434,429,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",14,4638,0,0,0
441,440,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",129410,13359597,7454,499758,4128062
441,439,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",179,52901,0,0,0
433,431,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",26370,1058078,0,0,0
438,432,/data/contracts/*/*/*,"Inode_root_values","Nl_0_32","Na",844,58450,0,1716,12617
441,428,/data/cache/*/*,"Contents","Na","Cs_0_31",1,38,0,0,0
439,428,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",1101797,324314408,94263,3820430,248327950
432,428,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",15,1005,0,0,0
432,428,/data/sapling/*/*/*/*/*,"Contents","Na","Cs_32_127",92,6072,0,0,0
432,428,/data/sapling/*/*/*/*,"Contents","Na","Cs_32_127",23,1518,0,0,0
432,428,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",7949,848802,0,0,0
432,428,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",2234235,239967185,0,0,0
441,430,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",165,14447,0,571,3368
441,434,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",446,149706,0,0,0
436,432,/data/votes/*/*,"Inode_nonroot_values","Nl_257_2048","Na",31,4960,322,8,328
438,428,/data/delegates_with_frozen_balance/*/*,"Inode_root_values","Nl_0_32","Na",1,345,28,0,0
435,430,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",574,50241,0,1985,11711
433,431,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",14623,2662901,0,39428,1774260
439,431,/data/commitments,"Inode_nonroot_tree","Nl_2049_16384","Na",3,1060,0,0,0
434,433,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",6620,1649181,0,0,0
434,433,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",718,200353,0,0,0
443,435,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",3,165,0,3,30
439,434,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",37,39805,0,0,0
439,434,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",78,182348,0,0,0
441,437,/data/delegates_with_frozen_balance/*/*,"Inode_nonroot_values","Nl_257_2048","Na",12,1873,125,2,82
439,428,/data/sapling/*/*/*,"Inode_root_values","Nl_0_32","Na",6,1267,0,38,707
433,432,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",7286,1683331,0,0,0
433,432,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",682,186183,0,0,0
441,431,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",2,658,0,0,0
435,434,/data/delegates_with_frozen_balance/*,"Inode_root_values","Nl_0_32","Na",2,138,6,0,0
444,442,/data/votes/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
434,431,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",60,2404,0,0,0
443,428,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",2191,496455,0,7710,346950
442,434,/data/big_maps/*/*/*,"Inode_root_values","Nl_0_32","Na",1082,199718,4080,1554,101010
433,431,/data/commitments,"Inode_nonroot_values","Nl_2049_16384","Na",6,1821,0,32,1312
439,436,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",54,18116,0,0,0
433,431,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",22,1210,0,22,220
441,433,/data/big_maps/*/*/*,"Contents","Na","Cs_32_127",3,234,0,0,0
439,432,/data/contracts/*/*/*,"Contents","Na","Cs_32_127",3047,207384,0,0,0
436,435,/data/delegates_with_frozen_balance/*/*,"Inode_root_values","Nl_0_32","Na",2,326,23,0,0
442,430,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",283,93897,0,0,0
439,434,/data/big_maps/*/*/*,"Contents","Na","Cs_32_127",3,282,0,0,0
439,436,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",42,1567,0,0,0
442,434,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",27,29077,0,0,0
442,434,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",75,179694,0,0,0
440,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",12,4103,0,0,0
445,444,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",41,16471,0,277,12465
442,429,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",8133,1452740,0,21408,963360
438,428,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",355,13631,0,0,0
438,428,/data/sapling/*/*/*/*/*,"Contents","Na","Cs_0_31",1,34,0,0,0
438,428,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",21044,1341442,0,0,0
438,428,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",591544,30022022,0,0,0
438,437,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",2075,730853,0,0,0
437,436,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",747,250492,0,0,0
445,441,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",13510,2507214,0,37291,1678095
441,432,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",2321,426728,3002,4165,270725
444,440,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",6001,1121582,13063,10171,661115
442,430,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",55,4684,0,182,1066
445,444,/data/delegates_with_frozen_balance/*/*,"Inode_nonroot_values","Nl_33_256","Na",23,1365,46,1,41
437,428,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",3,141,0,3,6
441,431,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",8603,784778,750,27364,221293
445,433,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",166,14859,0,597,3509
443,434,/data/big_maps/*/*/*,"Contents","Na","Cs_32_127",3,282,0,0,0
441,437,/data/votes/*/*,"Inode_root_values","Nl_0_32","Na",2,486,33,1,41
442,431,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",13,3967,0,0,0
436,435,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",134,10850,0,404,2390
439,434,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",73,19867,0,0,0
443,431,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",51,15246,0,0,0
442,429,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",323,53228,0,768,34560
445,437,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",655,219227,0,0,0
435,430,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",14,940,0,0,0
435,430,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",442,45656,0,0,0
435,430,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",63812,6681514,0,0,0
437,432,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",3145,593804,4047,5856,380640
430,428,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",1752346,160723918,50826,5668142,46115767
439,430,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",17,693,0,0,0
436,435,/data/domain,"Contents","Na","Cs_512_plus",1,30049,0,0,0
440,434,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",279,44978,0,645,29025
439,434,/data/commitments,"Inode_nonroot_tree","Nl_2049_16384","Na",1,360,0,0,0
433,430,/data/delegates_with_frozen_balance/*/*,"Inode_root_tree","Nl_257_2048","Na",1,360,0,0,0
442,429,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",2175,363241,3249,3344,217360
440,428,/data/sapling/*/*/*,"Inode_root_values","Nl_0_32","Na",6,1267,0,38,707
438,435,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",25175,1005447,0,0,0
444,440,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",36,10214,0,0,0
445,443,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",247,82643,0,0,0
440,428,/data/contracts/*/*/*,"Inode_root_tree","Nl_257_2048","Na",5,1800,0,0,0
439,429,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",36,10773,0,175,7875
440,433,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",15,825,0,15,150
438,437,/data/rolls/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
435,434,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",69,22036,0,361,16245
438,437,/data/commitments,"Inode_nonroot_tree","Nl_2049_16384","Na",1,350,0,0,0
440,432,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1,349,0,0,0
430,428,/data/big_maps/*/*,"Inode_root_values","Nl_0_32","Na",17741,1417476,70800,0,0
443,440,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",16633,1534391,1329,53918,437038
431,428,/data/sapling/*,"Inode_root_values","Nl_0_32","Na",1,58,0,2,4
439,429,/data/contracts/*/*/*,"Inode_root_values","Nl_0_32","Na",892,59833,0,1781,11692
443,429,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",25,7398,0,120,5400
440,431,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",5,1645,0,0,0
442,428,multiple,"Contents","Na","Cs_0_31",5607,209019,0,0,0
438,430,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",2649,647932,6380,6433,418145
435,434,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",341,54632,0,782,35190
442,428,/data/delegates/*,"Inode_nonroot_values","Nl_33_256","Na",24,1922,28,15,615
440,428,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",703,195847,0,0,0
444,438,/data/contracts/*/*/*,"Inode_root_values","Nl_0_32","Na",1050,73037,0,2144,15938
441,435,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",82,23267,0,0,0
439,431,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",648,216514,0,0,0
441,440,/data/votes/*/*,"Inode_root_values","Nl_0_32","Na",1,197,10,1,41
442,438,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",476,164219,0,2716,122220
443,435,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",4,1346,0,0,0
441,437,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1180,325738,0,0,0
439,438,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",941,325595,0,0,0
436,434,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",5,1698,0,0,0
435,431,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",1,329,0,0,0
439,433,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",142,50200,0,0,0
432,430,multiple,"Inode_nonroot_values","Multiple","Na",473,41054,0,1612,9518
432,431,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",6,297,0,0,0
432,431,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",41156,2069799,0,0,0
432,431,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",683,26156,0,0,0
433,431,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",8064,2540129,0,0,0
432,428,/data/delegates_with_frozen_balance/*/*,"Inode_root_tree","Nl_257_2048","Na",2,720,0,0,0
442,439,/data/delegates_with_frozen_balance/*/*,"Inode_root_values","Nl_0_32","Na",1,395,28,1,41
441,431,/data/big_maps/*,"Inode_nonroot_values","Nl_16385_plus","Na",527,36164,0,1157,6779
432,428,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",15994,3135753,0,47315,2129175
445,444,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,319,0,0,0
441,434,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,329,0,0,0
433,431,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",330,89700,0,0,0
443,430,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",7,2103,0,0,0
439,438,/data/cycle/*/*,"Inode_nonroot_values","Nl_33_256","Na",31,3294,0,128,1024
445,431,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",3,907,0,0,0
434,432,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",2,134,0,0,0
434,432,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",640,65570,0,0,0
434,432,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",126778,13425690,0,0,0
439,428,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",3017,4178477,0,0,0
439,428,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",5418,9407991,0,0,0
438,429,/data/commitments,"Inode_nonroot_tree","Nl_2049_16384","Na",2,720,0,0,0
442,431,/data/active_delegates_with_rolls/*,"Inode_nonroot_values","Nl_257_2048","Na",1,66,3,0,0
440,436,/data/cycle/*/*,"Contents","Na","Cs_32_127",1,66,0,0,0
443,436,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",49428,2419856,0,0,0
443,434,/data/big_maps/*/*,"Inode_root_values","Nl_0_32","Na",1137,90850,4538,0,0
439,437,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",259,44704,0,653,29385
437,432,/data/commitments,"Inode_nonroot_values","Nl_2049_16384","Na",3,660,0,11,451
444,439,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",25,9000,0,0,0
436,431,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",1,99,0,3,36
432,429,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",14756,2663375,0,39350,1770750
433,429,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",50,15501,0,253,11385
430,428,/data/sapling,"Inode_root_values","Nl_0_32","Na",1,65,0,2,11
444,438,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",15,1005,0,0,0
444,438,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",500,51245,0,0,0
444,438,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",86874,9817160,0,0,0
442,431,multiple,"Contents","Na","Cs_32_127",1,67,0,0,0
443,429,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",1,339,0,0,0
444,437,/data/delegates/*,"Inode_nonroot_values","Nl_2049_16384","Na",1,96,1,1,41
445,433,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",233,74961,0,0,0
445,433,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",4207,1045889,0,0,0
443,441,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",9730,3098888,0,0,0
442,433,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,329,0,0,0
434,428,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",24396,3479415,0,48053,2162385
434,432,/data/votes/*/*,"Inode_root_values","Nl_0_32","Na",2,497,34,1,41
436,434,/data/big_maps/*/*/*,"Contents","Na","Cs_32_127",3,282,0,0,0
431,428,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",23,7777,0,0,0
431,429,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",446,149804,0,0,0
439,432,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",250,43682,0,640,28800
438,431,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",33,96604,0,0,0
438,431,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",127,350493,0,0,0
443,442,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",597,56976,0,2381,14051
441,432,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",5,1697,0,0,0
445,441,/data/delegates_with_frozen_balance/*/*,"Inode_root_values","Nl_0_32","Na",1,395,28,1,41
440,428,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1197,415697,0,0,0
439,432,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",6,330,0,6,60
438,434,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1400,391661,0,0,0
429,428,/data/big_maps/*/*/*,"Inode_root_values","Nl_0_32","Na",18086,3378005,57976,28014,1820910
437,429,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,47,0,1,2
436,430,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",283,93897,0,0,0
438,428,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",3459,303151,0,12142,69333
433,432,/,"Inode_root_values","Nl_0_32","Na",1,146,3,2,62
445,439,/data/big_maps/*,"Inode_nonroot_values","Nl_16385_plus","Na",869,64528,0,2232,13156
439,432,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",967,324925,0,0,0
442,431,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",648,216514,0,0,0
438,437,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",198,57642,0,0,0
445,429,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",226,66280,0,0,0
445,429,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",4366,1071749,0,0,0
