parent_cycle_start,entry_area,path,kind,node_length,contents_size,count,bytes,indirect_count,direct_count,direct_bytes
429,428,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",1917890,723959478,195114,8798093,571876045
436,435,/data/cycle,"Inode_root_values","Nl_0_32","Na",1,206,0,13,52
431,428,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",66,21311,0,0,0
435,433,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",1,99,0,3,36
445,436,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",210,35127,0,509,22905
436,431,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",7,2336,0,0,0
436,431,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",39,10941,0,0,0
445,444,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",22,7541,0,0,0
431,428,multiple,"Inode_nonroot_tree","Multiple","Na",16,5404,0,0,0
445,431,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",7383,673252,680,23448,189631
442,438,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,47,0,1,2
443,428,/data/liquidity_baking_cpmm_address,"Contents","Na","Cs_0_31",1,56,0,0,0
440,437,/data/rolls/*/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
444,437,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",28,7890,0,127,5715
444,434,/data/big_maps/*,"Inode_nonroot_values","Nl_16385_plus","Na",354,24567,0,794,4677
437,433,/data/delegates_with_frozen_balance/*/*,"Inode_root_tree","Nl_257_2048","Na",1,360,0,0,0
438,432,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",77,22752,0,0,0
434,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1195,330489,0,0,0
442,441,/data/rolls/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
440,438,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",62,20157,0,331,14895
444,436,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",224,64643,0,1046,47070
442,434,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",2641,507657,2865,5120,332800
442,436,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",10,3600,0,0,0
437,435,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",7,2285,0,0,0
445,430,/data/contracts/*/*/*,"Inode_root_values","Nl_0_32","Na",624,41963,0,1248,8266
443,441,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",85,28795,0,0,0
434,431,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",13124,1207561,1166,42304,342697
440,431,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",9,3240,0,0,0
445,436,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",3,987,0,0,0
432,428,/data/delegates/*,"Inode_root_values","Nl_0_32","Na",1,703,6,12,492
443,431,/data/commitments,"Inode_nonroot_values","Nl_2049_16384","Na",5,1534,0,27,1107
443,441,/data/delegates_with_frozen_balance/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
440,430,/data/big_maps/*/*/*/*,"Inode_root_values","Nl_0_32","Na",86783,5120197,86783,86783,347132
438,429,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",12011,1107844,948,38924,315642
437,429,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",2078,524196,5265,5220,339300
442,441,/data/big_maps/*/*/*/*,"Inode_root_values","Nl_0_32","Na",179448,10587432,179448,179448,717792
442,441,/data/contracts/*/*/*/*,"Inode_root_values","Nl_0_32","Na",301,24479,0,824,6227
443,430,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",167,15063,0,608,3578
445,434,/data/rolls/*/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
442,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",62,16408,0,0,0
440,431,/data/contracts/*/*/*,"Inode_root_values","Nl_0_32","Na",864,58799,0,1742,12016
438,429,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",54349,19249477,3390,232553,15115945
437,431,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",972,86734,0,3471,20498
430,429,/data/contracts/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",11,3960,0,0,0
442,435,/data/big_maps/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",1,360,0,0,0
432,431,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",308,110880,0,0,0
441,440,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",687,229954,0,0,0
439,438,/data/cycle,"Inode_root_values","Nl_0_32","Na",1,206,0,13,52
438,430,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",229,59902,0,955,42975
435,431,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",18951,774831,0,0,0
444,440,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",281,47823,0,696,31320
444,441,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",6394,1303099,7849,13251,861315
442,429,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",2698,206836,0,7378,43304
442,428,/data/big_maps/*/*/*,"Contents","Na","Cs_128_511",30,10850,0,0,0
443,428,multiple,"Inode_nonroot_tree","Multiple","Na",1,329,0,0,0
433,429,/data/delegates_with_frozen_balance/*/*,"Inode_root_tree","Nl_257_2048","Na",1,360,0,0,0
432,431,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",385,32155,0,1228,7241
445,440,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",13523,1242871,1023,43618,353243
442,441,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",279,48880,0,717,32265
441,440,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",472,171475,0,2853,128385
444,435,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",10,3600,0,0,0
437,435,/data/big_maps/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",1,360,0,0,0
445,444,multiple,"Inode_nonroot_values","Multiple","Na",1106,94830,0,3690,21798
444,443,/data/votes/*/*,"Inode_root_values","Nl_0_32","Na",3,141,3,0,0
442,438,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1373,381593,0,0,0
440,435,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",10728,1950222,0,28863,1298835
437,433,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",9061,1639014,0,24228,1090260
434,430,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,47,0,1,2
437,433,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",1,99,0,3,36
433,428,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",2091286,96154653,0,0,0
441,439,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",206,68344,0,0,0
441,433,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",166,14859,0,597,3509
444,440,/data/big_maps/*/*/*,"Inode_root_values","Nl_0_32","Na",1653,399980,6789,3566,231790
432,429,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",8,360,0,0,0
432,429,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",35683,1720620,0,0,0
432,429,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",672,25765,0,0,0
445,428,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",11327,1985538,0,29160,1312200
438,431,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,349,0,0,0
444,437,/data/active_delegates_with_rolls/*,"Inode_nonroot_values","Nl_257_2048","Na",1,113,7,0,0
433,432,/data/votes/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
443,442,/data/votes,"Inode_root_values","Nl_0_32","Na",1,154,0,5,73
437,435,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",226,75564,0,0,0
438,435,/data/rolls/*,"Inode_nonroot_tree","Nl_16385_plus","Na",127,42403,0,0,0
438,437,/data/votes/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
437,429,/data/rolls/*/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
437,434,multiple,"Inode_nonroot_tree","Multiple","Na",137,45803,0,0,0
445,444,/data/big_maps/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1056,354696,0,0,0
444,439,/data/big_maps/*/*/*,"Inode_root_tree","Nl_33_256","Na",160,48117,0,0,0
441,440,/data/active_delegates_with_rolls,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
438,434,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",5376,1894151,17053,20202,1313130
440,436,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",28,1052,0,0,0
435,432,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",5,248,0,0,0
435,432,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",635,24335,0,0,0
435,432,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",55335,2868922,0,0,0
432,428,/data/v1,"Inode_root_values","Nl_0_32","Na",1,75,0,2,21
439,438,/data/big_maps/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",47,16968,0,0,0
439,438,/data/contracts/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",12,4320,0,0,0
434,431,/data/active_delegates_with_rolls/*,"Inode_nonroot_values","Nl_257_2048","Na",2,274,14,1,41
443,434,/data/big_maps/*,"Inode_nonroot_values","Nl_16385_plus","Na",414,29107,0,954,5617
440,438,/data/big_maps/*/*/*,"Inode_root_tree","Nl_257_2048","Na",42,15120,0,0,0
445,433,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",237,20637,0,812,4796
445,444,/data/contracts/*/*/*,"Inode_root_tree","Nl_257_2048","Na",58,20880,0,0,0
441,440,/data/domain,"Contents","Na","Cs_512_plus",1,39355,0,0,0
430,428,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",57759,9096645,136329,73430,4772950
444,443,/data/delegates/*,"Inode_nonroot_values","Nl_2049_16384","Na",3,740,3,12,492
443,441,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",264,46065,0,675,30375
439,430,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",1,289,0,0,0
439,437,multiple,"Inode_nonroot_values","Multiple","Na",3376,278424,0,10540,62024
445,443,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",2,198,0,6,72
437,432,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",15298,624072,0,0,0
434,431,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",5,236,0,0,0
434,431,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",665,25488,0,0,0
434,431,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",23499,1230388,0,0,0
443,435,/data/contracts/*/*/*,"Contents","Na","Cs_32_127",6244,425636,0,0,0
441,440,/data/cycle,"Inode_root_values","Nl_0_32","Na",1,206,0,13,52
444,430,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",6,2014,0,0,0
441,436,/data/contracts/*/*/*/*/*,"Contents","Na","Cs_0_31",647,24790,0,0,0
441,436,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",50297,2458104,0,0,0
437,432,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",10,550,0,10,100
432,428,/data/big_maps/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",9,3249,0,0,0
440,431,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",32,95807,0,0,0
440,431,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",126,348591,0,0,0
442,432,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",46,12434,0,0,0
441,432,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",38,51273,0,0,0
441,432,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",74,169001,0,0,0
433,431,/data/big_maps/*/*,"Inode_root_values","Nl_0_32","Na",2229,178155,8901,0,0
431,430,/data/commitments,"Inode_nonroot_tree","Nl_2049_16384","Na",2,710,0,0,0
438,428,/data/big_maps/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",31,11160,0,0,0
435,434,/predecessor_block_metadata_hash,"Contents","Na","Cs_32_127",1,66,0,0,0
433,432,/data/cycle/*/*,"Contents","Na","Cs_32_127",1,66,0,0,0
445,444,/data/votes/*/*,"Inode_root_tree","Nl_33_256","Na",1,289,0,0,0
437,428,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",1201296,364885694,99183,4318332,280691580
443,441,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",718,237762,0,0,0
442,428,multiple,"Inode_nonroot_values","Multiple","Na",23349,1738777,140,60335,353685
443,433,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",2667,490795,3564,4777,310505
444,434,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",20,768,0,0,0
442,429,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",1,68,0,0,0
442,429,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",412,42332,0,0,0
442,429,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",77494,7822060,0,0,0
442,439,/data/delegates_with_frozen_balance/*/*,"Inode_nonroot_values","Nl_257_2048","Na",13,2202,138,5,205
441,434,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,48,0,1,3
445,432,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",6,2026,0,0,0
442,428,/data/votes/*/*,"Inode_nonroot_values","Nl_257_2048","Na",1,106,7,0,0
440,431,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,48,0,1,3
435,432,/data/rolls/*/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
445,430,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",161,53756,0,0,0
445,430,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",4249,1062393,0,0,0
441,437,/data/votes/*,"Contents","Na","Cs_32_127",1,66,0,0,0
430,428,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",16653,3419204,0,52118,2345310
431,429,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",8383,2653852,0,0,0
439,435,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",52,14258,0,0,0
437,436,multiple,"Contents","Na","Cs_32_127",10,670,0,0,0
432,431,/data/delegates,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
444,441,/data/rolls/*/*/*,"Inode_root_values","Nl_0_32","Na",1,47,0,1,2
441,431,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",21,8063,0,135,6075
443,430,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",1,289,0,0,0
445,428,multiple,"Inode_root_values","Nl_0_32","Na",1,91,5,0,0
444,439,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",1054,289017,0,0,0
440,429,/data/big_maps/*/*/*/*,"Inode_root_values","Nl_0_32","Na",114774,6771666,114774,114774,459096
437,436,/data/votes/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",7,424,16,0,0
440,439,/data/big_maps/*,"Inode_nonroot_values","Nl_16385_plus","Na",10340,847781,0,31980,187705
438,431,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",273,91330,0,1505,67725
445,440,/data/cycle/*/*,"Contents","Na","Cs_32_127",1,66,0,0,0
433,428,/data/delegates_with_frozen_balance/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
437,428,/data/sapling/*/*,"Inode_root_values","Nl_0_32","Na",2,540,2,20,264
433,431,/data/big_maps/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",2,720,0,0,0
445,437,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",7,385,0,7,70
435,433,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",341,31225,0,1271,7506
445,428,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",642,179718,0,0,0
442,435,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_33_256","Na",24,7956,0,131,5895
442,439,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",2,198,0,6,72
444,433,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",3,1007,0,0,0
442,432,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",38,51273,0,0,0
442,432,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",73,168178,0,0,0
443,433,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",166,14859,0,597,3509
443,434,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",228,62112,0,0,0
444,440,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",10,550,0,10,100
438,429,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,339,0,0,0
441,437,/data/votes/*/*,"Inode_nonroot_values","Nl_257_2048","Na",31,5044,316,11,451
434,431,/data/contracts/*/*/*,"Inode_root_tree","Nl_257_2048","Na",3,1080,0,0,0
434,432,multiple,"Inode_nonroot_tree","Multiple","Na",434,145086,0,0,0
431,429,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",298,84468,0,0,0
431,429,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",6135,1527673,0,0,0
443,441,/data/big_maps/*/*/*,"Inode_root_values","Nl_0_32","Na",2190,622775,9923,5837,379405
438,437,/data/rolls/*,"Inode_root_values","Nl_0_32","Na",1,71,0,2,17
435,430,/data/delegates_with_frozen_balance/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
430,429,/data/cycle/*,"Inode_root_values","Nl_0_32","Na",2,214,0,7,79
445,441,/data/contracts/*/*/*/*,"Inode_root_values","Nl_0_32","Na",289,23613,0,799,6018
445,441,/data/big_maps/*/*/*/*,"Inode_root_values","Nl_0_32","Na",142441,8404019,142441,142441,569764
439,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",194,52736,0,0,0
445,440,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",11461,2087680,0,30913,1391085
445,442,/data/delegates_with_frozen_balance/*,"Inode_root_values","Nl_0_32","Na",1,69,3,0,0
442,440,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",90,25440,0,0,0
429,428,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",874873,133558352,0,1884836,84817620
440,433,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,329,0,0,0
438,433,multiple,"Contents","Na","Cs_32_127",3,201,0,0,0
441,438,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",4,1268,0,0,0
444,430,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",76,21164,0,0,0
445,432,/data/delegates/*,"Inode_nonroot_values","Nl_2049_16384","Na",1,136,0,2,82
445,444,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",201241,151664054,40319,1942632,126271080
433,428,/data/sapling,"Inode_root_values","Nl_0_32","Na",1,65,0,2,11
435,434,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",471,164251,0,2720,122400
435,434,/data/rolls/*/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
431,429,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",403,30909,0,1102,6483
444,430,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",35499,11717838,1753,140409,9126585
434,432,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",278,48426,0,709,31905
432,430,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",266,89076,0,0,0
432,431,/data/contracts/*,"Inode_root_tree","Nl_16385_plus","Na",1,361,0,0,0
440,428,/data/v1,"Inode_root_values","Nl_0_32","Na",1,75,0,2,21
443,440,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",145230,81539989,14671,1027146,66764490
442,433,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",4,1356,0,0,0
443,442,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",1454,484780,0,0,0
433,432,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",1212,342548,0,0,0
444,441,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",3553,1061078,0,0,0
434,429,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",20429,803256,0,0,0
434,433,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",18,6101,0,0,0
431,429,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",3091,275708,0,11066,64822
443,429,/data/rolls/*/*,"Inode_root_values","Nl_0_32","Na",31,1705,0,31,310
433,431,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_2049_16384","Na",193,65928,0,0,0
445,439,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",2,659,0,0,0
442,429,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",179,15361,0,599,3526
439,438,/data/active_delegates_with_rolls/*,"Inode_nonroot_values","Nl_257_2048","Na",7,1344,78,5,205
435,433,/data/delegates/*,"Inode_nonroot_tree","Nl_2049_16384","Na",1,329,0,0,0
444,432,/data/contracts/*/*,"Inode_root_values","Nl_0_32","Na",6926,634188,621,22147,179314
439,438,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",248,21089,0,817,4808
434,430,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",2764,588178,8146,5317,345605
443,435,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",3876,888675,11382,8279,538135
437,431,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",2,134,0,0,0
437,431,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",496,51093,0,0,0
437,431,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",75585,7883294,0,0,0
444,442,multiple,"Contents","Na","Cs_32_127",4,268,0,0,0
443,428,/data/big_maps/*/*/*,"Inode_root_tree","Nl_16385_plus","Na",8,2888,0,0,0
444,432,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",5377,963618,0,14211,639495
441,440,/data/cycle/*/*,"Inode_root_tree","Nl_33_256","Na",1,350,0,0,0
445,432,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",204,63109,0,0,0
445,432,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",4499,1007652,0,0,0
445,434,/data/contracts/*/*/*,"Contents","Na","Cs_0_31",13422,550777,0,0,0
440,429,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",330,54619,0,789,35505
429,428,/data/sapling/*/*/*,"Inode_root_tree","Nl_33_256","Na",4,1276,0,0,0
433,429,/data/active_delegates_with_rolls/*,"Inode_root_values","Nl_0_32","Na",1,395,28,1,41
445,428,/data/contracts/*/*/*,"Inode_root_tree","Nl_33_256","Na",41,13069,0,0,0
435,428,/data/rolls/*/*/*/*/*,"Contents","Na","Cs_32_127",18,1207,0,0,0
435,428,/data/sapling/*/*/*/*/*,"Contents","Na","Cs_32_127",92,6072,0,0,0
435,428,/data/sapling/*/*/*/*,"Contents","Na","Cs_32_127",23,1518,0,0,0
435,428,/data/contracts/*/*/*/*,"Contents","Na","Cs_32_127",7654,817997,0,0,0
435,428,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_32_127",2211761,237398008,0,0,0
443,428,/data/big_maps/*/*/*,"Inode_root_tree","Nl_2049_16384","Na",31,11160,0,0,0
445,439,/data/cycle/*/*,"Contents","Na","Cs_32_127",1,66,0,0,0
437,428,/data/contracts/*/*/*,"Inode_nonroot_tree","Nl_257_2048","Na",122,35088,0,0,0
434,432,/data/delegates_with_frozen_balance/*/*,"Inode_nonroot_values","Nl_257_2048","Na",11,1611,110,1,41
441,431,/data/rolls/*,"Inode_nonroot_values","Nl_16385_plus","Na",259,23029,0,919,5433
440,430,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",151,47088,0,769,34605
440,433,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_2049_16384","Na",263,78687,0,1278,57510
439,429,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",9316,1670580,0,24642,1108890
437,434,/data/big_maps/*/*/*,"Contents","Na","Cs_0_31",54,2017,0,0,0
435,433,multiple,"Inode_nonroot_values","Multiple","Na",323,26062,0,970,5703
433,428,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",8961,2524558,0,0,0
445,432,/data/rolls/*/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",182,16441,0,663,3921
443,440,/data/commitments,"Inode_nonroot_values","Nl_2049_16384","Na",6,1370,0,23,943
436,430,/data/contracts/*/*/*/*,"Contents","Na","Cs_0_31",5,226,0,0,0
436,430,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_0_31",21839,1123128,0,0,0
434,433,/data/rolls/*/*/*/*,"Inode_nonroot_tree","Multiple","Na",501,169271,0,0,0
443,439,/data/contracts/*/*/*,"Inode_nonroot_values","Nl_257_2048","Na",570,184672,0,3036,136620
440,430,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_512_plus",13,25222,0,0,0
440,430,/data/contracts/*/*/*/*,"Contents","Na","Cs_512_plus",80,158107,0,0,0
439,428,/data/sapling/*/*/*/*/*,"Contents","Na","Cs_128_511",18,5580,0,0,0
439,428,/data/big_maps/*/*/*/*/*,"Contents","Na","Cs_128_511",270427,68655597,0,0,0
439,428,/data/contracts/*/*/*/*,"Contents","Na","Cs_128_511",15083,4570024,0,0,0
436,434,/data/big_maps/*/*/*,"Inode_nonroot_tree","Nl_16385_plus","Na",7042,2203727,0,0,0
444,428,/data/delegates/*,"Inode_nonroot_values","Nl_33_256","Na",24,1922,28,15,615
440,434,/data/rolls/*/*/*/*,"Inode_nonroot_values","Multiple","Na",587,47897,0,1798,10580
435,428,multiple,"Inode_nonroot_tree","Multiple","Na",38,12562,0,0,0
436,429,/data/active_delegates_with_rolls/*,"Inode_root_values","Nl_0_32","Na",1,395,28,1,41
438,435,/data/big_maps/*/*/*,"Inode_root_values","Nl_0_32","Na",1180,325213,4916,3069,199485
439,430,/data/contracts/*,"Inode_nonroot_values","Nl_16385_plus","Na",6298,1131142,0,16691,751095
437,431,/data/big_maps/*/*/*,"Inode_nonroot_values","Nl_16385_plus","Na",65055,27588280,4736,339652,22077380
442,438,/data/contracts/*,"Inode_nonroot_tree","Nl_16385_plus","Na",91,27459,0,0,0
438,434,/data/cycle/*/*,"Contents","Na","Cs_32_127",1,66,0,0,0
440,437,/data/votes/*/*,"Inode_root_tree","Nl_257_2048","Na",1,360,0,0,0
